4348375		60일 지정생존자에서 양진만 대통령과 노무현 대통령님이 오버랩		흑태자		2019-08-20 22:26:09				28
4348376		좋은 술 먹고 왜들 그래		D700STORY🐱🐱		2019-08-20 22:26:25		1		53
4348377		조국후보님은 꼭 지켜주세요.		🐻잘빠진곰돌이2🐼		2019-08-20 22:27:04				12
4348378		제주도에 있는 나베식품...		송아지70		2019-08-20 22:27:14				0
4348379		여기가 어디야?		이대리1		2019-08-20 22:27:27				0
4348380		여기가 어디야?		이대리1		2019-08-20 22:27:27				2
4348381		조국 교수 검증이 무슨 대통령 후보자급 검증이네.		쌌어요		2019-08-20 22:28:09		1		15
4348382		청소를 했읍니다.		장대인		2019-08-20 22:28:13				16
4348383		faceapp 셀후		[N🔴]🎗Jay-Y🏂⛷📸		2019-08-20 22:29:15				30
4348384		와 소름 지정 생존 최후 vip쩍발이		GAsinaya		2019-08-20 22:29:34				10
4348385		학생 인강용 패드 추천해주세요.		버~언아웃증후군		2019-08-20 22:29:35				0
4348386		조국을 더욱 키워주네요..		ragnarok19		2019-08-20 22:29:36				1
4348387		헐..지정생존자.....결국 VIP는...		[N●]선수두구		2019-08-20 22:30:05				80
4348388		조국 청문회를 기다리며..		한가한한이		2019-08-20 22:30:12				19
4348389		이영채 교수님 일본에서 택배테러 당함.avi		피프카시		2019-08-20 22:30:30				10
4348390		셀후 끝났나유??		암바드간다		2019-08-20 22:30:36				1
4348391		유배지 우사인 볼트 탄생 ㅋㅋㅋ		비긴이계인		2019-08-20 22:30:38				1
4348392		날씨가 시원해져도 에어컨 켜야되네요;;;		[N🇯🇵]Bluering❤️		2019-08-20 22:31:29				5
4348393		자한당이 저리 나오면 전략을 바꿔야 하지 않을까요?		아트리온		2019-08-20 22:32:24				15
4348394		불쾌한 한걸레 그냥 죽어라. 니들 같은 진보언론 필요없다.		Cockpit		2019-08-20 22:32:43				0
4348395		고양이 액체설		(˚∀˚)참치는TUNA		2019-08-20 22:33:51				0
4348396		우리동네 병신을 소개합니다		N🔴춘천개짖태		2019-08-20 22:33:57				0
4348397		우리동네 병신을 소개합니다		N🔴춘천개짖태		2019-08-20 22:33:57		1		51
4348398		그런데 정말 사운드바 하나로 돌비애트모스 사운드가 가능한가요...		FOX_TAIL🔥		2019-08-20 22:34:01				15
4348399		망사도 베충이들에게 점령된건가요?		기쿠지로		2019-08-20 22:34:02				17
4348400		베트남)오늘  먹은 해산물 음식들		🌓연구.대상🌗🍭🗿🍤		2019-08-20 22:34:06				52
4348401		핫도그의 백미는 설탕이죠		▶◀雨天☔️		2019-08-20 22:34:57				0
4348402		살인마 장대호 얼굴 ㄷㄷㄷ		똥간귀신		2019-08-20 22:35:09				95
4348403		가짜뉴스		사비11		2019-08-20 22:35:15				18
4348404		엘지그램화면캡쳐?		nnn		2019-08-20 22:35:57				0
4348405		조국후보자 딸에 대한 악의적 프레임		ㅋㄷㅋㄷ		2019-08-20 22:36:23				19
4348406		조국장관이 뉴스공장에 나와야 합니다!!		'soulking'		2019-08-20 22:36:28				5
4348407		‘조국’ 후보자 못 까게 하는 확실한 방법.jpg		[N🇯🇵]InMoonWeTrust		2019-08-20 22:36:59				0
4348408		‘조국’ 후보자 못 까게 하는 확실한 방법.jpg		[N🇯🇵]InMoonWeTrust		2019-08-20 22:36:59				77
4348409		조국 후보자 관련 언론보도가 잘못된건 !!!!		다크피닉스		2019-08-20 22:37:11				21
4348410		참치 김밥으로 오늘 마감합니다		진관봉		2019-08-20 22:37:20				20
4348411		어렸을때 셀후 대방출.jpg		임가르시아🍖		2019-08-20 22:37:46				0
4348412		자유당과 ㅈㅈㄷ이 지랄할수록 좋은 인사다.		프리컨		2019-08-20 22:37:50				0
4348413		기타 피크 살돈이 없었던 가난한 뮤지션...		शराबीसमुद्र™		2019-08-20 22:38:12				76
4348414		넌 하나다..		이대리1		2019-08-20 22:38:41				4
4348415		김진태 뼈 때리는 트윗		WANI		2019-08-20 22:38:42				21
4348416		토착왜구, 기레기, 알바들 현재 상황...		딴딴통		2019-08-20 22:38:51				0
4348417		연합뉴스, 조국 장관 아들 병역연기 악의적인 제목		김윤옥남편나빠		2019-08-20 22:38:57				0
4348418		보기 싫은 병신들은 차단이 답.		부끄러운줄알아야지!!		2019-08-20 22:40:52				5
4348419		애플워치 몰라요) 왜 안되는거죠		🇰🇷Zone		2019-08-20 22:40:57				9
4348420		오지오스본 좋아하셨나요		아이바네즈		2019-08-20 22:41:05				0
4348421		오지오스본 좋아하셨나요		아이바네즈		2019-08-20 22:41:05				35
4348422		화력 장난 아니네요.		北京過客		2019-08-20 22:41:29		2		72
4348423		군부대에 남양유업 제품 엄청 맣이 들어가네요 ㅋ		국산고추가루		2019-08-20 22:41:30				10
4348424		조국 대통령 보고싶지 않나요?		[N😈]칭기즈칸[Est.-2045]		2019-08-20 22:41:33		2		15
4348425		딴게이님들 PC에 있는 사진 가장 오래 된 사진은?		Jon		2019-08-20 22:41:37				20
4348426		알바와 언론들이 조국을 까는거보니		pearl짓거리전문		2019-08-20 22:41:43				9
4348427		이 사람 신고할수 없나요???ㅎㄷㄷㄷㄷ		[⛄]빵발🐱🐶		2019-08-20 22:43:17				0
4348428		말벌 앞에서 증명된 인간의 위대함!!!!!!!!!!		탕아		2019-08-20 22:43:13				79
4348429		이 사람 신고할수 없나요???ㅎㄷㄷㄷㄷ		[⛄]빵발🐱🐶		2019-08-20 22:43:17				72
4348430		그애 또 글 올릴때가 됐는데		비긴이계인		2019-08-20 22:43:29		2		15
4348431		다음달초 내한공연하는 영국여가수 재스글린 노래 세곡		밥풀때기		2019-08-20 22:43:30		1		12
4348432		집에 와도 심심		독거뇐네		2019-08-20 22:43:35				5
4348433		뚠냥이..		(˚∀˚)참치는TUNA		2019-08-20 22:44:07				9
4348434		촛불을 왜들었냐고 개소리하는 뽐뿌수준		카이야지		2019-08-20 22:46:00				20
4348435		작은아파트 월세주고 있는데 세입자가 관리비를 비납하는데 어떻하죠...		짜장통		2019-08-20 22:46:07				4
4348436		다들 동네 다이소 사람 많나요???		못생긴탈모남		2019-08-20 22:46:11				2
4348437		ㅅㅅ에어컨 수리합니다.		죠죠블랙죠		2019-08-20 22:46:30				0
4348438		예전부터 귀에 거슬리는 광고.txt		XeRaNum		2019-08-20 22:46:54				21
4348439		진보결벽증을 버려야 됩니다 2		moya7		2019-08-20 22:46:58				13
4348440		'남자의 일생'이라는 것..		강목어		2019-08-20 22:47:15				8
4348441		뇌출혈 이후 애기가 된 어머니..jpg		넣으면한시간		2019-08-20 22:47:31				0
4348442		뇌출혈 이후 애기가 된 어머니..jpg		넣으면한시간		2019-08-20 22:47:31				92
4348443		실업자 설움		시드45		2019-08-20 22:47:49				13
4348444		제주 해녀가 끓여주는 5000원짜리 해물라면 ㄷㄷㄷ		[N🔴]배고픔		2019-08-20 22:47:50				54
4348445		하바나 온난화♪		목너미_마을의_개		2019-08-20 22:48:17				0
4348446		셀후] 요고 보시면 야식 못드실듯~		짤몽		2019-08-20 22:48:57				33
4348447		현직 배부릅니다		🎗로드마리🔪🐈🍽🚴♀️		2019-08-20 22:49:01				9
4348448		기레기들 관심법		미지의세계		2019-08-20 22:49:55				38
4348449		퇴근후 운동하다		N🔴란말야		2019-08-20 22:51:36				0
4348450		퇴근후 운동하다		N🔴란말야		2019-08-20 22:51:36				12
4348451		여긴 누가와서 살까요????		kazama™		2019-08-20 22:52:10				23
4348452		화성가서 사람이 사는거요, 정말 실현 될까요?		TMI		2019-08-20 22:52:44				20
4348453		face app 셀후.. ㄷㄷㄷㄷㄷ		꿀배^^		2019-08-20 22:52:56				25
4348454		홍범도 장군의 최후		[N🔴]후반38분		2019-08-20 22:53:08		1		39
4348455		아웃도어 괴수님들.. 이 텐트 괜찮나요?		국가대표선수		2019-08-20 22:53:31				0
4348456		스파크 가스팍		함부로애틋하게~🎗		2019-08-20 22:54:17				1
4348457		소송사기에 조국 후보자가 개입한 정황이 있었나?		딱호		2019-08-20 22:54:29				0
4348458		그래서 60일은 시즌2 하나요?		if(..)딴지일보		2019-08-20 22:54:31				0
4348459		의전 받을 만한 사람이 의전 받는 세상		클로이😊		2019-08-20 22:54:34				0
4348460		조국.. Wakanda forever!! yibambe!!		문재인공감		2019-08-20 22:54:35				0
4348461		지정생존자 끗		🎗로드마리🔪🐈🍽🚴♀️		2019-08-20 22:54:52		1		38
4348462		지정생존자....악.....		천개의고원		2019-08-20 22:55:01				51
4348463		조국님 임명이 언제인가요?		TMI		2019-08-20 22:55:03				18
4348464		가로세로에 나온 맨왼쪽애가 이런저런 정보를 물어 오는거 같슴다..		[N🔴]진짜토네이도™		2019-08-20 22:55:53				38
4348465		딴게이분들 신용카드 어디꺼쓰세요?		ㅇㄷㅎ		2019-08-20 22:55:57				15
4348466		귤옹. 60일 지정생존자 잘 봤어요. 다음 작품 기다릴게요~		흑태자		2019-08-20 22:56:51				0
4348467		재미있는 아줌마 ㅎㄷㄷㄷㄷ		[⛄]빵발🐱🐶		2019-08-20 22:56:51				0
4348468		재미있는 아줌마 ㅎㄷㄷㄷㄷ		[⛄]빵발🐱🐶		2019-08-20 22:56:51				137
4348469		8.1 ~ 8.20 국내항공사 이용 일본행 출국자수		호펜하임		2019-08-20 22:57:49				0
4348470		조국 법무부장관님 트윗(우리가 응원합니다)		공부하는청년		2019-08-20 22:58:18		4		46
4348471		일본 덕분에 대박나게 된 우리나라 중소기업.jpg		럭키7		2019-08-20 22:58:33				31
4348472		Kbs1  밀정 ㅡ정말  눈물나네유..		에휴휴휴		2019-08-20 22:58:47				2
4348473		지정생존자 쫌 울컥했네요		헬롤로		2019-08-20 22:58:52				0
4348474		지정생존자 쫌 울컥했네요		헬롤로		2019-08-20 22:58:52				40
4348475		살 찌는 과일		부가세별도		2019-08-20 22:59:09				21
4348476		보배 망사 일면 보니 ㅎㄷㄷ		InGodWeTrust		2019-08-20 22:59:17				71
4348477		문재인 정부의 부총리급 공무원 명단 (with 정세현)		MastarG		2019-08-20 22:59:39				20
4348478		조국 장관님 지키면 우리에게 생길 일들		▶︎◀︎사법부(謹弔)봉팔버미		2019-08-20 23:01:06				0
4348479		조국 장관님 지키면 우리에게 생길 일들		▶︎◀︎사법부(謹弔)봉팔버미		2019-08-20 23:01:06				32
4348480		[사진] '다시 그곳에서'		🍶소곡주한잔🍶		2019-08-20 23:01:47				4
4348481		하루만 이라도 이렇게 생기면 좋겠다.		[N●]선수두구		2019-08-20 23:02:19				44
4348482		이용수 할머님 죄송합니다.		🇰🇷Zone		2019-08-20 23:03:05				0
4348483		실제론 조국을 공격하는게 아니라 대통령이 목표죠.		프리컨		2019-08-20 23:04:08				0
4348484		이게 법으로 문제가 될까요?		킹경수		2019-08-20 23:04:11				0
4348485		실제론 조국을 공격하는게 아니라 대통령이 목표죠.		프리컨		2019-08-20 23:04:08		4		22
4348486		이게 법으로 문제가 될까요?		킹경수		2019-08-20 23:04:11				11
4348487		기레기 이 자식들은 진짜...		만지[滿地]		2019-08-20 23:04:16				21
4348488		보복운전의 결말.GIF		→←↙↓↘→+🅰️		2019-08-20 23:04:34				75
4348489		살면서 인간이 이렇게까지 추해질 수 있는지 보여준 사진 한장.		北京過客		2019-08-20 23:05:07				0
4348490		살면서 인간이 이렇게까지 추해질 수 있는지 보여준 사진 한장.		北京過客		2019-08-20 23:05:07		3		89
4348491		조국 형님		광어쿵쿵따		2019-08-20 23:05:13				55
4348492		(MBC) PD수첩 방송합니다 ㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷ		나이스~		2019-08-20 23:05:47		1		21
4348493		오늘 캐백수 잠깐 보다가 열이 뻗쳐서 어휴		[N🔴]인테르🔵⚫		2019-08-20 23:05:50				12
4348494		셀후] 성별이 바껴서 태어났다면....		짤몽		2019-08-20 23:05:56				6
4348495		대전) 개인적으로 좋아하는 치킨		맥주🍺		2019-08-20 23:06:32				28
4348496		기레기와 조국		니가입만벌리면내수명이줄어		2019-08-20 23:06:38		1		12
4348497		배가 항법장치가 없는 배라면?		이니스프리™		2019-08-20 23:06:54				1
4348498		moscow highlight 4k		🍶소곡주한잔🍶		2019-08-20 23:07:00				0
4348499		지금 중요한건 조국 후보자가 사퇴하지 않게 하는것		웬그막		2019-08-20 23:07:07				0
4348500		아ㅅㅂ 유튭 가짜뉴스들		돼지다람쥥		2019-08-20 23:08:44		2		26
4348501		오늘밤 김제동에 딴게이 나왔다던데		▶◀_blank.		2019-08-20 23:08:50				40
4348502		문재인 민주당 대표시절 상대해야 했던 지독했던 정치인들		침착이		2019-08-20 23:10:20				2
4348503		조국 후보자를 이리 괴롭하는건 그 새끼가 곧 나온다는 말입니다		빅토리아항문		2019-08-20 23:10:29				0
4348504		조국 후보자를 이리 괴롭히는건 그 새끼가 곧 나온다는 말입니다		빅토리아항문		2019-08-20 23:10:29				57
4348505		조국 후보자 방금 입장문		빨자		2019-08-20 23:10:48		3		97
4348506		"韓 백색국가 제외 각의 결정 전 정의용-야치 일본서 담판"<日매체>		ᄃᆞᆯ하_노피곰_도ᄃᆞ샤		2019-08-20 23:10:55				45
4348507		기회되면 사회지도층 자녀 대학 입시 전수조사 좀 해봤으면 좋겠다		프리컨		2019-08-20 23:11:19				0
4348508		조국 법무장관님! 지금 이 일은 아무것도 아니에요.		🇰🇷Zone		2019-08-20 23:11:22				6
4348509		[뇌피셜] 조국 청문회관련  계속 언론에 나올겁니다.		액정깨진아이폰		2019-08-20 23:12:36				0
4348510		[뇌피셜] 조국 청문회관련  계속 언론에 나올겁니다.		액정깨진아이폰		2019-08-20 23:12:36				39
4348511		친일친미 해야하니까 북한, 중국, 러시아를 적대시 해야 한다?		🍶소곡주한잔🍶		2019-08-20 23:13:00				11
4348512		모니터암 쓰시는분들 만족 하시나여 ㄷㄷ		Time_is_ing		2019-08-20 23:13:07				7
4348513		아내를 기쁘게 만드는 방법		딱호		2019-08-20 23:13:34				0
4348514		아내를 기쁘게 만드는 방법		딱호		2019-08-20 23:13:34				111
4348515		조국 검증끝!		<必亡日本>잡부반장스티븐		2019-08-20 23:15:44				0
